identifier,identifier_pmid,title,creator,subject,rights,source,file_names_html,text_links_list
484,360,எட்டிகுடி முருகன் பிள்ளைத் தமிழ்,கோவை.கு. நடேச கவுண்டர்,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0360.html,pmuni0360.txt
485,361,திருப்பேரூர்க் கலம்பகம்,கவியரசு கு. நடேச கவுண்டர்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0361.html,pmuni0361.txt
486,362,மறைசைக் கலம்பகம்,யாழ்ப்பாணத்து நீர்வேலிப் பீதாம்பரப் புலவர்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0362.html,pmuni0362.txt
487,363,திருமாலிருஞ்சோலைமலை அழகர் கலம்பகம்,அரிபத்த நாவலர்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0363.html,pmuni0363.txt
488,364,அறப் போர் (சங்க நூற் காட்சிகள்),கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0364.html,pmuni0364.txt
489,365,சொக்கநாத மாலை,மாயூரம் முத்துசாமிப் பிள்ளை,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0365.html,pmuni0365.txt
490,366,கண்ணப்பர் கலம்பகம்,துரைசாமி முதலியார்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0366.html,pmuni0366.txt
491,367,புதுமைப் பெண்,ப. ஜீவானந்தம்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0367.html,pmuni0367.txt
492,368,புள்ளிருக்குவேளூர்க் கலம்பகம்,படிக்காசுப் புலவர்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0368.html,pmuni0368.txt
493,369,மேலைச்சிதம்பரம் என்கிற பேரூர் மும்மணிக்கோவை,கோயமுத்தூர் கந்தசாமி முதலியார்,பிரபந்தம் - கோவை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0369_01.html,pmuni0369_01.txt
494,369,மேலைச்சிதம்பரம் என்கிற பேரூர் பச்சைநாயகியம்மை ஆசிரியவிருத்தம்,கோயமுத்தூர் கந்தசாமி முதலியார்,பிரபந்தம்  - விருத்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0369_02.html,pmuni0369_02.txt
495,370,திருப்பாசூர்ப் புராணம்,பூவை கலியாணசுந்தர முதலியார்,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0370.html,pmuni0370.txt
496,371,குளத்தூர் அமுதாம்பிகை பிள்ளைத்தமிழ்,சிவஞான சுவாமிகள்,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0371.html,pmuni0371.txt
497,372,கதிர்காமக் கலம்பகம்,கந்தப்ப சுவாமிகள்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0372.html,pmuni0372.txt
498,373,கடற்கரையிலே (இலக்கியக் கட்டுரைகள்),ரா.பி. சேதுபிள்ளை,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0373.html,pmuni0373.txt
499,374,கச்சிக்கலம்பகம்,பூண்டி அரங்கநாத முதலியார்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0374.html,pmuni0374.txt
500,375,பாடற்றிரட்டு,வ.உ. சிதம்பரம் பிள்ளை,பாடற் திரட்டு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0375.html,pmuni0375.txt
501,376,தியாக பூமி,கல்கி கிருஷ்ணமூர்த்தி,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0376.html,pmuni0376.txt
502,377,பச்சையப்பர் (நாடகம்),மு.வரதராசன்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0377.html,pmuni0377.txt
503,378,தேவையுலா,பலபட்டடை சொக்கநாதக்கவிராயர்,பிரபந்தம் - உலா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0378.html,pmuni0378.txt
504,379,காலடிச் சாராதாம்பிகை மாலை,திண்டுக்கல் வெங்குசாமி அய்யர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0379.html,pmuni0379.txt
505,380,சிவசுப்பிரமணியக்கடவுள் குறவஞ்சி,வீரபத்திரக் கவிராயர்,பிரபந்தம் - குறவஞ்சி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0380.html,pmuni0380.txt
506,381,புகையிலை விடு தூது,சீனிச்சர்க்கரைப்புலவர்,பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0381.html,pmuni0381.txt
507,382,கண்டதேவிப் புராணம்,தி. மீனாட்சிசுந்தரம் பிள்ளை,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0382.html,pmuni0382.txt
508,383,மான் விடு தூது (குறிப்புரையுடன்),குழந்தைக் கவிராயர்,பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0383.html,pmuni0383.txt
509,384,பொய்மான் கரடு,கல்கி கிருஷ்ணமூர்த்தி,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0384.html,pmuni0384.txt
510,385,மாந்தருக்குள் ஒரு தெய்வம் (1; 2),கல்கி கிருஷ்ணமூர்த்தி,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0385_01.html | pmuni0385_02.html,pmuni0385_01.txt | pmuni0385_02.txt
511,386,பொன்னியின் செல்வன் - ஆங்கில மொழிபெயர்ப்பு (Ponniyan Selvan - Part 3),கல்கி கிருஷ்ணமூர்த்தி - இந்திரா நீலமேகம் (Kalki Krishnamurthy - Indra Neelameggham),நாவல்; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0386.html,pmuni0386.txt
512,387,ஸ்ரீ குழைக்காதர் பிரபந்தத்திரட்டு - குழைக்காதர் கலம்பகம்,,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0387_01.html,pmuni0387_01.txt
513,387,ஸ்ரீ குழைக்காதர் பிரபந்தத்திரட்டு - குழைக்காதர் பிள்ளைத்தமிழ்; இதரப் பாடல்கள்,,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0387_02.html,pmuni0387_02.txt
514,388,மாயூரப்புராணம் (பாகம் 1/படலங்கள் 1- 21 ),தி. மீனாட்சிசுந்தரம் பிள்ளை,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0388.html,pmuni0388.txt
515,389,புதுமைப்பித்தன் படைப்புகள் - சிறுகதைகள்; தொகுப்பு - 1 &amp; 2,புதுமைப்பித்தன்,சிறுகதைகள் - தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0389_01.html | pmuni0389_02.html,pmuni0389_01.txt | pmuni0389_02.txt
516,390,குமரமாலைப் பிள்ளைத்தமிழ்,வீரபத்திரக் கவிராயர்,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0390.html,pmuni0390.txt
517,391,அபிநவ கதைகள்,வ. சு. செங்கல்வராய முதலியார்,கதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0391.html,pmuni0391.txt
518,392,மஞ்ஞைப் பாட்டு; வேல் பாட்டு; சேவற் பாட்டு,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0392_01.html,pmuni0392_01.txt
519,392,வள்ளி கல்யாணம்; வள்ளி-கிழவர் வாக்குவாதம்,வ. சு. செங்கல்வராய பிள்ளை,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0392_02.html,pmuni0392_02.txt
520,392,சிவ பராக்ரம போற்றி அகவல்,வ. சு. செங்கல்வராய பிள்ளை,பிரபந்தம் - அகவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0392_03.html,pmuni0392_03.txt
521,393,ஸ்ரீகாஞ்சீபுரம் குமரகோட்டக்கலம்பகம்,சபாபதி முதலியார்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0393.html,pmuni0393.txt
522,394,நாடகக் கலை,அவ்வை டி கே. சண்முகம்,நாடக இயல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0394.html,pmuni0394.txt
523,395,திருமந்திர ஆராய்ச்சியும் ஒப்புமைப்பகுதியும்,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0395_01.html,pmuni0395_01.txt
524,395,காலனைக் கட்டியடக்கிய கடோரசித்தன் கதை,வ. சு. செங்கல்வராய பிள்ளை,கதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0395_02.html,pmuni0395_02.txt
525,395,தனிப்பாடல்கள்,வ. சு. செங்கல்வராய பிள்ளை,பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0395_03.html,pmuni0395_03.txt
526,396,ஆதவன் சிறுகதைகள்,இந்திரா பார்த்தசாரதி,சிறுகதைகள் - தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0396.html,pmuni0396.txt
527,397,தணிகைப் பத்து,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0397_01.html,pmuni0397_01.txt
528,397,திருப்புகழ்ப் பதிப்பாசிரியர் வரலாறு,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0397_02.html,pmuni0397_02.txt
529,397,காசி மஹாத்மியம்,வ. சு. செங்கல்வராய பிள்ளை,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0397_03.html,pmuni0397_03.txt
530,398,வங்கச் சிறுகதைகள் (வங்கத்திலிருந்து தமிழாக்கம்),சு.கிருஷ்ணமூர்த்தி,சிறுகதை தொகுப்பு; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0398_01.html | pmuni0398_02.html,pmuni0398_01.txt | pmuni0398_02.txt
531,399,நன்மதி வெண்பா (சுமதி சதகம் / தமிழில் மொழி பெயர்ப்பு),எம்.ஆர். ஸ்ரீநிவாசய்யங்கார்,பிரபந்தம் - சதகம்; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0399.html,pmuni0399.txt
532,400,அருணகிரிநாதர் போற்றி அகவல்,வ. சு. செங்கல்வராய பிள்ளை,பிரபந்தம் - அகவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0400_01.html,pmuni0400_01.txt
533,400,திருத்தணிகைப் புராணச் சுருக்கம்,வ. சு. செங்கல்வராய பிள்ளை,புராணச் சுருக்கம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0400_02.html,pmuni0400_02.txt
534,400,அருணகிரிநாதர் - வரலாறும் நூலாராய்ச்சியும்,வ. சு. செங்கல்வராய பிள்ளை,வரலாறு / சரித்திரம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0400_03.html,pmuni0400_03.txt
535,401,குறிஞ்சி மலர்,தீபம் நா. பார்த்தசாரதி,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0401_01.html | pmuni0401_02.html | pmuni0401_03.html,pmuni0401_01.txt | pmuni0401_02.txt | pmuni0401_03.txt
536,402,ஆத்மாவின் ராகங்கள்,தீபம் நா. பார்த்தசாரதி,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0402.html,pmuni0402.txt
537,403,பிரபுலிங்க லீலை / பாகம் 1 (கதிகள் 1- 10) / பாகம் 2 (கதிகள் 10- 25),சிவப்பிரகாச சுவாமிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0403_01.html | pmuni0403_02.html,pmuni0403_01.txt | pmuni0403_02.txt
538,404,சேரன் செங்குட்டுவன்,மு. இராகவ ஐயங்கார்,வரலாறு / சரித்திரம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0404.html,pmuni0404.txt
539,405,இரகுநாதசேதுபதி ஒருதுறைக்கோவை,பொன்னாங்கால் அமிர்தகவிராயரவர்,பிரபந்தம் - கோவை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0405.html,pmuni0405.txt
540,406,பஞ்சதந்திரக் கதை - தமிழாக்கம்,தாண்டவராய முதலியார்/விஷ்ணு சர்மா,கதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0406.html,pmuni0406.txt
541,407,இரண்டு நண்பர்கள் (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0407.html,pmuni0407.txt
542,408,மகாராஜா துறவு,குமாரதேவர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0408.html,pmuni0408.txt
543,409,விஜய ரங்கம் (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0409.html,pmuni0409.txt
544,410,சிதம்பரப்பாட்டியல் (மு. இராகவ ஐயங்கார் உரையுடன்),பரஞ்சோதியார்,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0410.html,pmuni0410.txt
545,411,புதிய தமிழ்ச் சிறுகதைகள்,அசோகமித்திரன்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0411.html,pmuni0411.txt
546,412,கன்னித்தமிழ்  (கட்டுரைகள்),கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0412.html,pmuni0412.txt
547,413,வேளிர் வரலாறு,மு. இராகவயங்கார்,வரலாறு / சரித்திரம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0413.html,pmuni0413.txt
548,414,இராமாயணம் /1. பாலகாண்டம் /பாகம் 1(படலங்கள் 1-10),கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0414_01.html,pmuni0414_01.txt
549,414,இராமாயணம் /1. பாலகாண்டம் /பாகம் 2 (படலங்கள் 11-22),கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0414_02.html,pmuni0414_02.txt
550,415,விக்ரம சோழன் உலா (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - உலா; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0415_01.html,pmuni0415_01.txt
551,415,மதுரை மீனாட்சியம்மை; இரட்டைமணி மாலை; மீனாட்சியம்மை குறம் (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - மாலை; குறம்; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0415_02.html,pmuni0415_02.txt
552,415,மதுரை மீனாட்சியம்மை பிள்ளைத்தமிழ் (ஆங்கில மொழிபெயர்ப்பு),கௌசல்யா ஹார்ட்,பிரபந்தம் - பிள்ளைத்தமிழ்; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0415_03.html,pmuni0415_03.txt
553,416,காகித மாளிகை,முப்பாள ரங்கநாயகம்மா / பா.பாலசுப்பிரமணியன்,மொழிபெயர்ப்பு ( தெலுங்கு நாவல்),public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0416.html,pmuni0416.txt
554,417,இரத்தினபுரிப் புராணம்,தீர்த்தகிரித் தேசிகர் / கந்தசாமி உபாத்தியாயர்,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0417.html,pmuni0417.txt
555,418,கரிகால் வளவன்,கி. வா. ஜகன்னாதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0418.html,pmuni0418.txt
556,419,வம்ச விருத்தி,அ. முத்துலிங்கம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0419.html,pmuni0419.txt
557,420,வடக்கு வீதி (சிறுகதைத் தொகுப்பு),அ. முத்துலிங்கம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0420.html,pmuni0420.txt
558,421,ஹரிச்சந்திரா (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0421.html,pmuni0421.txt
559,422,இராமாயணம் /2. அயோத்தியா காண்டம்/பாகம் 1(படலங்கள் 1-5),கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0422_01.html,pmuni0422_01.txt
560,422,இராமாயணம் /2. அயோத்தியா காண்டம்/பாகம் 2(படலங்கள் 6-12),கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0422_02.html,pmuni0422_02.txt
561,423,மகபதி (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0423.html,pmuni0423.txt
562,424,குமரியின் மூக்குத்தி (சிறுகதைகள்),கி. வா. ஜகன்னாதன்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0424.html,pmuni0424.txt
563,425,சபாபதி (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0425.html,pmuni0425.txt
564,426,யயாதி (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0426.html,pmuni0426.txt
565,427,தமிழர் வீரம்,ரா.பி. சேதுப்பிள்ளை,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0427.html,pmuni0427.txt
566,428,அமலாதித்யன் (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0428.html,pmuni0428.txt
567,429,சதி-சுலோசனா (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0429.html,pmuni0429.txt
568,430,இராமாயணம் /3. ஆரணிய காண்டம்/பாகம் 1(படலங்கள் 1-6),கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0430.html,pmuni0430.txt
569,431,அகமும் புறமும் (இலக்கிய கட்டுரைகள்),அ. ச. ஞானசம்பந்தன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0431_01.html | pmuni0431_02.html,pmuni0431_01.txt | pmuni0431_02.txt
570,432,நினைவு மஞ்சரி (கட்டுரைகள்),உ.வே.சாமிநாதையர்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0432.html,pmuni0432.txt
571,433,நல்லுரைக்கோவை (கட்டுரைகள்),உ.வே.சாமிநாதையர்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0433.html,pmuni0433.txt
572,434,பஞ்சாபிக் கதைகள்,ஹர்பஜன் சிங் / வீழிநாதன்,சிறுகதைகள் (மொழிபெயர்ப்பு),public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0434.html,pmuni0434.txt
573,435,"பணமுப்பது என்னும் காசின்மகிமை""""",திருக்கணமங்கை தனவந்தரி ஸ்ரீ இராகவாசாரியார்,இலக்கியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0435.html,pmuni0435.txt
574,436,மதுரை சொக்கநாதர் உலா,புராண திருமலைநாதர்,பிரபந்தம் - மாலை (3); நெடில் (2),public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0436.html,pmuni0436.txt
575,437,திகடசக்கரம்,அ. முத்துலிங்கம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0437.html,pmuni0437.txt
576,438,தனி வீடு (சொற்பொழிவுகள்),கி. வா. ஜகந்நாதன்,சொற்பொழிவுகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0438.html,pmuni0438.txt
577,439,மதுரை சொக்கநாதர் உலா (உ.வே. சாமிநாதையர் குறிப்புரையுடன்),புராண திருமலைநாதர்,பிரபந்தம் - உலா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0439.html,pmuni0439.txt
578,440,மதுரை சொக்கநாதர் உலா - ஆங்கில மொழிபெயர்ப்பு (கௌசல்யா ஹார்ட்) ,புராண திருமலைநாதர்,பிரபந்தம் - உலா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0440.html,pmuni0440.txt
579,441,நல்லுரைக்கோவை (கட்டுரைகள்) பாகம் - 3,உ.வே.சாமிநாதையர்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0441.html,pmuni0441.txt
580,442,நல்லுரைக்கோவை (கட்டுரைகள்) பாகம் - 4,உ.வே.சாமிநாதையர்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0442.html,pmuni0442.txt
581,443,அரும்பு அம்புகள் (நாவல்) - 2 பாகங்கள்,கல்கி கிருஷ்ணமூர்த்தி,நாவல் / புதினம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0443_01.html | pmuni0443_02.html,pmuni0443_01.txt | pmuni0443_02.txt
582,444,குமரேச சதகம்,குருபாத தாசர்,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0444.html,pmuni0444.txt
583,445,சுப்பிரமணியர் திருவிருத்தம்; திருத்தணிகைத் திருவிருத்தம்; தொட்டிக்கலை சுப்பிரமணியத்தம்பிரான்,சுப்பிரமணியத்தம்பிரான் சுவாமிகள்,பிரபந்தம் - விருத்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0445.html,pmuni0445.txt
584,446,ஆராய்ச்சி நூல்கள்,சோமசுந்தர பாரதியார்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0446_01.html | pmuni0446_02.html,pmuni0446_01.txt | pmuni0446_02.txt
585,447,கோயிற்புராணம் - பாகம் 1; 2,உமாபதி சிவாச்சாரியார்,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0447_01.html | pmuni0447_02.html,pmuni0447_01.txt | pmuni0447_02.txt
586,448,கோம்பி விருத்தம் - மூலமும் உரையும்,வெ.ப. சுப்பிரமணிய முதலியார்,பிரபந்தம் - விருத்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0448.html,pmuni0448.txt
587,449,அரிச்சந்திர வெண்பா,,பிரபந்தம் - வெண்பா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0449.html,pmuni0449.txt
588,450,திருக்குறள் - பரிமேலழகர் உரையுடன்,பரிமேலழகர்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0450_01.html | pmuni0450_02.html | pmuni0450_03.html | pmuni0450_04.html,pmuni0450_01.txt | pmuni0450_02.txt | pmuni0450_03.txt | pmuni0450_04.txt
589,451,சிலப்பதிகாரம் - மூலமும்; உரையும் (புகார்க்காண்டம்),இளங்கோவடிகள்,காப்பியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0451_01.html | pmuni0451_02.html | pmuni0451_03.html,pmuni0451_01.txt | pmuni0451_02.txt | pmuni0451_03.txt
590,452,தமிழ்மொழியின் வரலாறு,வி.கோ. சூரியநாராயண சாஸ்திரியார் (பரிதிமாற் கலைஞர்),வரலாறு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0452.html,pmuni0452.txt
591,453,வலிமைக்கு மார்க்கம் &amp; சாந்திக்கு மார்க்கம் (மொழி பெயர்ப்பு),வ.உ. சிதம்பரம் பிள்ளை,மொழி பெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0453_01.html | pmuni0453_02.html,pmuni0453_01.txt | pmuni0453_02.txt
592,454,கபாடபுரம் (சரித்திர நாவல்),தீபம் நா. பார்த்தசாரதி,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0454.html,pmuni0454.txt
593,455,இராமாயணம் /3. ஆரணிய காண்டம் (2-ம் பகுதி); படலங்கள் 7-11,கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0455.html,pmuni0455.txt
594,456,மான விஜயம் (நாடகம்),வி.கோ. சூரியநாராயண சாஸ்திரியார் (பரிதிமாற் கலைஞர்),நாடகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0456.html,pmuni0456.txt
