identifier,identifier_pmid,title,creator,subject,rights,source,file_names_html,text_links_list
172,103,அழகர் கிள்ளை விடுதூது,சொக்கநாதப்புலவர்,பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0103.html,pmuni0103.txt
173,104,பாண்டியன் பரிசு,பாரதிதாசன்,காவியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0104.html,pmuni0104.txt
174,105,மனோண்மணீயம்,சுந்தரம் பிள்ளை,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0105.html,pmuni0105.txt
175,106,திருக்குற்றாலக் குறவஞ்சி,திருக்கூட ராசப்பக் கவிராயர்,பிரபந்தம் - குறவஞ்சி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0106.html,pmuni0106.txt
176,106,திருக்குற்றால மாலை,திருக்கூட ராசப்பக் கவிராயர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0106.html,pmuni0106.txt
177,106,திருக்குற்றாலப் பதிகம்,திருஞான சம்பந்தர்,பிரபந்தம் - பதிகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0106.html,pmuni0106.txt
178,106,திருக்குறும்பாலப் பதிகம்,திருஞான சம்பந்தர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0106.html,pmuni0106.txt
179,107,அறியப்படாதவர்கள்நினைவாக,அ. யேசுராசா,கவிதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0107.html,pmuni0107.txt
180,108,இளைஞர் இலக்கியம்,பாரதிதாசன்,கவிதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0108.html,pmuni0108.txt
181,109,திருமலையாண்டவர் குறவஞ்சி,,பிரபந்தம் - குறவஞ்சி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0109.html,pmuni0109.txt
182,110,குறுந்தொகை,பல ஆசிரியர்கள்,சங்ககாலம் – எட்டுத்தொகை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0110.html,pmuni0110.txt
183,111,சிலப்பதிகாரம் /பாகம் 2 /மதுரைக்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0111_01.html,pmuni0111_01.txt
184,111,சிலப்பதிகாரம் /பாகம் 3 /வஞ்சிக்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0111_02.html,pmuni0111_02.txt
185,112,கோதை நாச்சியார் தாலாட்டு,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0112.html,pmuni0112.txt
186,113,வடமலை நிகண்டு,ஈஸ்வர பாரதி,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0113.html,pmuni0113.txt
187,114,உண்மை நெறி விளக்கம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0114.html,pmuni0114.txt
188,114,கொடிக்கவி,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0114.html,pmuni0114.txt
189,114,போற்றீப்பஃறொடை,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0114.html,pmuni0114.txt
190,115,சிவப்பிரகாசம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0115.html,pmuni0115.txt
191,115,நெஞ்சு விடு தூது,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0115.html,pmuni0115.txt
192,115,வினா வெண்பா,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0115.html,pmuni0115.txt
193,116,மூவருலா,ஒட்டக்கூத்தர்,பிரபந்தம் - உலா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0116.html,pmuni0116.txt
194,117,இருபதாம் நூற்றாண்டு ஈழத்தமிழ் இலக்கியம்,மௌனகுரு; சித்ரலேகா; நூமான்,இலக்கிய வரலாறு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0117.html,pmuni0117.txt
195,118,சூடாமணி நிகண்டு,மண்டல புருடர்,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0118.html,pmuni0118.txt
196,119,பரத சேனாபதீயம்,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0119.html,pmuni0119.txt
197,120,திருஉந்தியார்,உய்யவந்ததேவ நாயனார்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0120.html,pmuni0120.txt
198,120,திருக்களிற்றுப்படியார்,,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0120.html,pmuni0120.txt
199,121,முத்தொள்ளாயிரம்,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0121.html,pmuni0121.txt
200,122,காகம் கலைத்த கனவு,சோலைக்கிளி,கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0122.html,pmuni0122.txt
201,123,கலிங்கத்துப்பரணி,செயங்கொண்டார்,பிரபந்தம் - பரணி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0123.html,pmuni0123.txt
202,124,திருவருட்பா /திருமுறை 3 (பாடல்கள்1959 -2570),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0124.html,pmuni0124.txt
203,125,திருவருட்பா /திருமுறை 4 (பாடல்கள்2571 - 3028),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0125.html,pmuni0125.txt
204,126,திருமுறை 11-1 /பாசுரங்கள்,திருஆலவாய் உடையார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
205,126,திருமுறை 11-1 /பாசுரங்கள்,காரைக்கால் அம்மையார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
206,126,திருமுறை 11-1 /பாசுரங்கள்,ஐயடிகள் காடவர்கோன் நாயனார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
207,126,திருமுறை 11-1 /பாசுரங்கள்,சேரமான் பெருமாள் நாயனார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
208,126,திருமுறை 11-1 /பாசுரங்கள்,நக்கீரதேவ நாயனார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
209,126,திருமுறை 11-1 /பாசுரங்கள்,கல்லாடதேவ நாயனார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
210,126,திருமுறை 11-1 /பாசுரங்கள்,பரணதேவ நாயனார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
211,126,திருமுறை 11-1 /பாசுரங்கள்,இளம்பெருமான் அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
212,126,திருமுறை 11-1 /பாசுரங்கள்,அதிராவடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0126.html,pmuni0126.txt
213,127,திருமுறை 11-2 /பாசுரங்கள்,பட்டினத்துப் பிள்ளையார்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0127_01.html | pmuni0127_02.html,pmuni0127_01.txt | pmuni0127_02.txt
214,127,திருமுறை 11-2 /பாசுரங்கள்,நம்பியாண்டார் நம்பி,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0127_01.html | pmuni0127_02.html,pmuni0127_01.txt | pmuni0127_02.txt
215,128,திருவருட்பா /திருமுறை 5 (பாடல்கள் 3029-3266),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0128.html,pmuni0128.txt
216,129,பிரபந்தத்திரட்டு - பகுதி 1,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தத் திரட்டு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0129.html,pmuni0129.txt
217,130,திருவருட்பா /திருமுறை 6.1 (பாடல்கள் 3267 -3871),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0130.html,pmuni0130.txt
218,131,சிறுகதைத் தொகுப்பு- 1,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0131.html,pmuni0131.txt
219,132,மகா பரத சூடாமணி,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0132.html,pmuni0132.txt
220,133,சங்கற்ப நிராகரணம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0133.html,pmuni0133.txt
221,134,பாண்டிய; சோழ; விஜயநகர அரசர் மெய்கீர்த்திகள்,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0134.html,pmuni0134.txt
222,135,திருவருட்பா /திருமுறை 6.2 (பாடல்கள் 3872 - 4614),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0135_01.html | pmuni0135_02.html,pmuni0135_01.txt | pmuni0135_02.txt
223,135,திருவருட்பா /தனிப்பாடல்கள்,இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0135_01.html | pmuni0135_02.html,pmuni0135_01.txt | pmuni0135_02.txt
224,136,திருவருட்பா /திருமுறை 2.2 (பாடல்கள் 1007 - 1958),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0136_01.html | pmuni0136_02.html,pmuni0136_01.txt | pmuni0136_02.txt
225,137,சோமேசர் முதுமொழி வெண்பா,சிவஞான முனிவர்,பிரபந்தம் - வெண்பா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0137_01.html | pmuni0137_02.html,pmuni0137_01.txt | pmuni0137_02.txt
226,137,நீதி வெண்பா,,சைவ சித்தாந்தம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0137_01.html | pmuni0137_02.html,pmuni0137_01.txt | pmuni0137_02.txt
227,138,நால்வர் நான்மணி மாலை,துரைமங்கலம் சிவப்பிரகாச சுவாமிகள்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0138.html,pmuni0138.txt
228,139,நன்னெறி,துரைமங்கலம் சிவப்பிரகாச முனிவர்,நீதி நூல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0139.html,pmuni0139.txt
229,139,வெற்றிவேற்கை,அதிவீரராம பாண்டியன்,நீதி நூல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0139.html,pmuni0139.txt
230,140,சிறுகதைத் தொகுப்பு-2,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0140.html,pmuni0140.txt
231,141,மணிமேகலை,சீத்தலைச்சாத்தனார்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0141.html,pmuni0141.txt
232,142,நந்திக்கலம்பகம்,,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0142.html,pmuni0142.txt
233,143,கலேவலா - உரைநடையில் கலேவலா,உதயணன்,காவியம்; மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0143_01.html | pmuni0143_02.html | pmuni0143_03.html,pmuni0143_01.txt | pmuni0143_02.txt | pmuni0143_03.txt
234,144,சகலகலாவல்லிமாலை,குமரகுருபரர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0144.html,pmuni0144.txt
235,144,திருச்செந்துார் கந்தர் கலிவெண்பா,குமரகுருபரர்,பிரபந்தம் - கலிவெண்பா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0144.html,pmuni0144.txt
236,144,நீதி நெறி விளக்கம்,குமரகுருபரர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0144.html,pmuni0144.txt
237,145,தண்டி அலங்காரம்,தண்டியாசிரியர்,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0145.html,pmuni0145.txt
238,146,திருவருட்பா /திருமுறை 6.3 (பாடல்கள் 4615-5818),இராமலிங்க அடிகள்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0146_01.html | pmuni0146_02.html,pmuni0146_01.txt | pmuni0146_02.txt
239,147,நன்னூல்,பவநந்தி முனிவர்,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0147.html,pmuni0147.txt
240,148,காதலினால் அல்ல,இரா. கார்த்திகேசு,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0148.html,pmuni0148.txt
241,149,எண்ணெய்ச் சிந்து,,பிரபந்தம் - சிந்து,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0149.html,pmuni0149.txt
242,149,கந்தன் மணம்புரி சிந்து,சண்முகதாசன்,பிரபந்தம் - சிந்து,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0149.html,pmuni0149.txt
243,149,சித்தராரூட நொண்டிச்சிந்து,,பிரபந்தம் - சிந்து,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0149.html,pmuni0149.txt
244,149,சுப்பிரமணியர் மேல் சிந்து,,பிரபந்தம் - சிந்து,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0149.html,pmuni0149.txt
245,149,பழனியாண்டவர் காவடிச்சிந்து,முத்துக் கறுப்பண்ணன்,பிரபந்தம் - சிந்து,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0149.html,pmuni0149.txt
246,150,தேவாரம் - முதல் திருமுறை; பாகம் 1 (பாடல்கள் 1-721),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0150.html,pmuni0150.txt
247,151,தேவாரம் - முதல் திருமுறை; பாகம் 2 (பாடல்கள் 722-1469),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0151.html,pmuni0151.txt
248,152,நன்னூல் - மற்றொரு பதிப்பு,பவநந்தி முனிவர்,இலக்கணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0152.html,pmuni0152.txt
249,153,திருக்குறள் - ஆங்கில மொழிபெயர்ப்பு,ஜி.யூ. போப் மற்றும் பலர்,மொழிபெயர்ப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0153.html,pmuni0153.txt
250,154,ஏரெழுபது,கம்பர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0154.html,pmuni0154.txt
251,154,திருக்கை வழக்கம்,கம்பர்,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0154.html,pmuni0154.txt
252,155,எக்காலக் கண்ணி,,,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0155.html,pmuni0155.txt
253,156,விவிலியம் /புதிய ஏற்பாடு -6 /யாக்கோப்பு திருமுகம்,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0156.html,pmuni0156.txt
254,156,விவிலியம் /புதிய ஏற்பாடு -6 /பேதுரு முதல்; இரண்டாம் திருமுகம்,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0156.html,pmuni0156.txt
255,156,விவிலியம் /புதிய ஏற்பாடு -6 /யோவான் மூன்றாம் திருமுகம்,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0156.html,pmuni0156.txt
256,156,விவிலியம் /புதிய ஏற்பாடு -6 /யூதா திருமுகம்; திருவெளிப்பாடு,விவிலியம்,சமயம் – கிருத்துவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0156.html,pmuni0156.txt
257,157,தேவாரம் - இரண்டாம் திருமுறை; பாகம் 1 (பாடல்கள் 1-654),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0157.html,pmuni0157.txt
258,158,இராமாயண வெண்பா - பாகம் 1 ,மதுரகவி ஸ்ரீனிவாச ஐயங்கார்,பிரபந்தம் - வெண்பா,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0158_01.html | pmuni0158_02.html,pmuni0158_01.txt | pmuni0158_02.txt
259,159,எதிர்பாராத முத்தம்,பாரதிதாசன்,கவிதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0159.html,pmuni0159.txt
260,160,அங்கயற்கண்ணி மாலை,உ.வே. சாமிநாத அய்யர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0160.html,pmuni0160.txt
261,160,களக்காட்டுச் சத்தியவாசகர் இரட்டைமணி மாலை,,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0160.html,pmuni0160.txt
262,160,திருக்காளத்தி இட்டகாமிய மாலை,,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0160.html,pmuni0160.txt
263,160,பழனி இரட்டைமணி மாலை,,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0160.html,pmuni0160.txt
264,160,மகரநெடுங் குழைக்காதர் பாமாலை,நாராயண தீட்சதர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0160.html,pmuni0160.txt
265,161,பட்டுக்கோட்டை பாடல்கள்,பட்டுக்கோட்டை கல்யாணசுந்தரம்,பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0161.html,pmuni0161.txt
266,162,தேவாரம் - இரண்டாம் திருமுறை; பாகம் 2 (பாடல்கள் 655-1331),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0162.html,pmuni0162.txt
267,163,சிதம்பர மும்மணிக் கோவை,குமரகுருபரர்,பிரபந்தம் - கோவை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0163.html,pmuni0163.txt
268,164,திருவாரூர் நான்மணிமாலை,குமரகுருபரர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0164.html,pmuni0164.txt
269,165,கவிதைகள் - முதற் தொகுதி (75 கவிதைகள் ),பாரதிதாசன்,கவிதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0165.html,pmuni0165.txt
270,166,புரட்சிக் கவிதைகள் -பாகம் 1; 2,பாரதிதாசன்,கவிதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0166_01.html | pmuni0166_02.html | pmuni0166_03.html,pmuni0166_01.txt | pmuni0166_02.txt | pmuni0166_03.txt
271,167,சீறாப்புராணம் காண்டம்-1 பாகம்-1,உமறுப் புலவர்,சமயம் - இஸ்லாமியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0167.html,pmuni0167.txt
272,168,சீறாப்புராணம் காண்டம்-1 பாகம்-2,உமறுப் புலவர்,சமயம் - இஸ்லாமியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0168.html,pmuni0168.txt
273,169,பொன்னியின் செல்வன்,கல்கி கிருஷ்ணமூர்த்தி,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0169_00.html | pmuni0169_01_01.html | pmuni0169_01_02.html | pmuni0169_01_03.html | pmuni0169_01_04.html | pmuni0169_01_05.html | pmuni0169_01_06.html | pmuni0169_02_01.html | pmuni0169_02_02.html | pmuni0169_02_03.html | pmuni0169_02_04.html | pmuni0169_02_05.html | pmuni0169_02_06.html | pmuni0169_03_01.html | pmuni0169_03_02.html | pmuni0169_03_03.html | pmuni0169_03_04.html | pmuni0169_03_05.html | pmuni0169_04_01.html | pmuni0169_04_02.html | pmuni0169_04_03.html | pmuni0169_04_04.html | pmuni0169_04_05.html | pmuni0169_05_01.html | pmuni0169_05_02.html | pmuni0169_05_03.html | pmuni0169_05_04.html | pmuni0169_05_05.html | pmuni0169_05_06.html | pmuni0169_05_07.html | pmuni0169_05_08.html | pmuni0169_05_09.html | pmuni0169_06.html,pmuni0169_00.txt | pmuni0169_01_01.txt | pmuni0169_01_02.txt | pmuni0169_01_03.txt | pmuni0169_01_04.txt | pmuni0169_01_05.txt | pmuni0169_01_06.txt | pmuni0169_02_01.txt | pmuni0169_02_02.txt | pmuni0169_02_03.txt | pmuni0169_02_04.txt | pmuni0169_02_05.txt | pmuni0169_02_06.txt | pmuni0169_03_01.txt | pmuni0169_03_02.txt | pmuni0169_03_03.txt | pmuni0169_03_04.txt | pmuni0169_03_05.txt | pmuni0169_04_01.txt | pmuni0169_04_02.txt | pmuni0169_04_03.txt | pmuni0169_04_04.txt | pmuni0169_04_05.txt | pmuni0169_05_01.txt | pmuni0169_05_02.txt | pmuni0169_05_03.txt | pmuni0169_05_04.txt | pmuni0169_05_05.txt | pmuni0169_05_06.txt | pmuni0169_05_07.txt | pmuni0169_05_08.txt | pmuni0169_05_09.txt | pmuni0169_06.txt
274,170,மதுரை மீனாட்சிஅம்மை இரட்டைமணிமாலை,குமரகுருபரர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0170.html,pmuni0170.txt
275,170,முத்துக்குமார சுவாமி பிள்ளைத்தமிழ்,குமரகுருபரர்,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0170.html,pmuni0170.txt
276,171,மீனாட்சியம்மைகுறம்,குமரகுருபரர்,பிரபந்தம் - குறம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0171.html,pmuni0171.txt
277,172,அந்திம காலம் (நாவல்),இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0172.html,pmuni0172.txt
278,173,தேவாரம் - மூன்றாம் திருமுறை; பாகம் 1 (பாடல்கள் 1- 713),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0173.html,pmuni0173.txt
279,174,சீறாப்புராணம் காண்டம்-2 பாகம்-1,உமறுப் புலவர்,சமயம் - இஸ்லாமியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0174.html,pmuni0174.txt
280,175,சீறாப்புராணம் காண்டம்-2 பாகம்-2,உமறுப் புலவர்,சமயம் - இஸ்லாமியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0175.html,pmuni0175.txt
281,176,தில்சை சிவகாமியம்மை இரட்டை மணிமாலை,குமரகுருபரர்,பிரபந்தம் - மாலை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0176.html,pmuni0176.txt
282,177,தமிழச்சியின் கத்தி,பாரதிதாசன்,கவிதைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0177.html,pmuni0177.txt
283,178,சீறாப்புராணம் காண்டம்-3 பாகம்-1,உமறுப் புலவர்,சமயம் - இஸ்லாமியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0178.html,pmuni0178.txt
284,179,தேவாரம் - மூன்றாம் திருமுறை; பாகம் 2 (பாடல்கள் 714 -1347),திருஞான சம்பந்தர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0179.html,pmuni0179.txt
285,180,திருப்புகழ் /பாகம் 1 (பாடல்கள் 1-330),அருணகிரிநாதர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0180.html,pmuni0180.txt
286,181,தேவாரம் - நான்காம் திருமுறை; பாகம் 1 (பாடல்கள் 1-487),திருநாவுக்கரசர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0181.html,pmuni0181.txt
287,182,தேவாரம் - நான்காம் திருமுறை; பாகம் 2 (பாடல்கள் 488-1070),திருநாவுக்கரசர்,சமயம் - சைவம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0182.html,pmuni0182.txt
288,183,திருப்பேரூர்ப் பட்டீசர் கண்ணாடி விடுதூது,கோவை செட்டிபாளையம் மகாவித்துவான் குட்டியப்ப கவுண்டர்,பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0183.html,pmuni0183.txt
289,184,திருவானைக்கா அகிலாண்டநாயகி பிள்ளைத் தமிழ்,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0184.html,pmuni0184.txt
