file_name,identifier,title,title_en,creator,rights,subject,folder_name
pirkaala_sozhar_sarithiram_1.txt,pirkaala_sozhar_sarithiram_1.txt,பிற்காலச் சோழர் சரித்திரம் -1,pirkaala_sozhar_sarithiram-1,தி.வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,pirkaala_sozhar_varalaru-1
tamizhaga_varalaru.txt,tamizhaga_varalaru.txt,தமிழக வரலாறு,tamizhaga_varalaru,புலவர் குழந்தை,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,tamizhaga_varalaru
thulunattu_varalaru.txt,thulunattu_varalaru.txt,துளுநாட்டு வரலாறு,thulunattu_varalaru,மயிலை சீனி வேங்கடசாமி,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,thulu_naatu_varalaru
kongu_nattu_varalaru.txt,kongu_nattu_varalaru.txt,கொங்கு நாட்டு வரலாறு,kongu_nattu_varalaru,மயிலை சீனி வேங்கடசாமி,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,kongu_naatu_varalaru
sandrorgal_parvayil_pandarathar.txt,sandrorgal_parvayil_pandarathar.txt,சான்றோர்கள் பார்வையில் பண்டாரத்தார்,sandrorgal_parvayil_pandarathar,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வாழ்க்கை வரலாறு,sandrorgal_parvayil_pandarathar
tamil_ilakiya_varalaru.txt,tamil_ilakiya_varalaru.txt,தமிழ் இலக்கிய வரலாறு,tamil_ilakiya_varalaru,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,tamil_ilakiya_varalaru
ilakiyamum_kalvettugalum.txt,ilakiyamum_kalvettugalum.txt,இலக்கியமும் கல்வெட்டுக்குளும்,ilakiyamum_kalvettugalum,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,ilakiyamum_kalvettugalum
pandiyar_varalaru.txt,pandiyar_varalaru.txt,பாண்டியர் வரலாறு,pandiyar_varalaru,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,pandiyar_varalaru
kalvettugalal_ariyaperum_unmaigal.txt,kalvettugalal_ariyaperum_unmaigal.txt,கல்வெட்டுக்களால் அறியப்பெறும் உண்மைகள்,kalvettugalal_ariyaperum_unmaigal,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,kalvetugal_kooram_unmaigal
sembiyan_madhevi_thala_varalaru.txt,sembiyan_madhevi_thala_varalaru.txt,செம்பியன் மாதேவித் தல வரலாறு,sembiyan_madhevi_thala_varalaru,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,sembiyan_madhevi_thala_varalaru
thirupurampaya_thala_varalaru.txt,thirupurampaya_thala_varalaru.txt,திருப்புறம்பயத் தல வரலாறு,thirupurampaya_thala_varalaru,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,thirupurampaya_thala_varalaru
mutharkulothunga_sozhan.txt,mutharkulothunga_sozhan.txt,முதற்குலோத்துங்க சோழன்,mutharkulothunga_sozhan,தி. வை. சதாசிவப் பண்டாரத்தார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,mudhal_kulothunga_sozhan
thiruvalluvar.txt,thiruvalluvar.txt,திருவள்ளுவர்,thiruvalluvar,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,வரலாறு,thiruvalluvar
serar_thayamurai.txt,serar_thayamurai.txt,சேரர் தாயமுறை,serar_thayamurai,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,serar-thaayamurai
thasarathan_kuraiyum_kaikayi_niraiyum.txt,thasarathan_kuraiyum_kaikayi_niraiyum.txt,தசரதன் குறையும் கைகேயி நிறையும்,thasarathan_kuraiyum_kaikayi_niraiyum,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,thasarathan-kuraum-kaiyae-niraiyum
maari_vaayil_mangalak_kurichi_pongal_nigalchi.txt,maari_vaayil_mangalak_kurichi_pongal_nigalchi.txt,மாரி வாயில் மங்கலக் குறிச்சிப் பொங்கல் நிகழ்ச்சி,maari_vaayil_mangalak_kurichi_pongal_nigalchi,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,maari-vaayil-mangalakurichi-pongal-nigazhch
naavalar_bharathiyarin_katturaigal_2.txt,naavalar_bharathiyarin_katturaigal_2.txt,நாவலர் பாரதியாரின் கட்டுரைகள்-2,naavalar_bharathiyarin_katturaigal-2,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,navalar-bharathiar-katturaigal-2
serar_peroor.txt,serar_peroor.txt,சேரர் பேரூர்,serar_peroor,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,serar-peroor
naavalar_bharathiyarin_katturaigal.txt,naavalar_bharathiyarin_katturaigal.txt,நாவலர் பாரதியாரின் கட்டுரைகள்,naavalar_bharathiyarin_katturaigal,சோமசுந்தர பாரதியார்,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,navalar-bharathiar-katturaigal-1
musolini.txt,musolini.txt,முஸோலினி,musolini,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,musolini
mahathma_gandhi.txt,mahathma_gandhi.txt,மகாத்மா காந்தி,mahathma_gandhi,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,mahathma_gandhi
ulagam_palavitham.txt,ulagam_palavitham.txt,உலகம் பலவிதம்,ulagam_palavitham,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,ulagam_palavitham
paanapurathu_veeran.txt,paanapurathu_veeran.txt,பாணபுரத்து வீரன்,paanapurathu_veeran,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,paanapurathu_veeran
hitler.txt,hitler.txt,ஹிட்லர்,hitler,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,hitler
manotharmam.txt,manotharmam.txt,மனோதருமம்,manotharmam,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,manotharmam
uthiyogam.txt,uthiyogam.txt,உத்தியோகம்,uthiyogam,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,uthiyogam
san_yat_san.txt,san_yat_san.txt,ஸன் யாட் ஸென்,san_yat_san,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,san_yat_san
karl_marx.txt,karl_marx.txt,கார்ல் மார்க்ஸ்,karl_marx,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,karl_marx
ramakrishna_oru_theerkatharisi.txt,ramakrishna_oru_theerkatharisi.txt,ஸ்ரீ ராமகிருஷ்ணர் - ஒர் தீர்க்கதரிசி,ramakrishna_oru_theerkatharisi,வெ. சாமிநாத சர்மா,Creative Commons Attribution Share Alike 4.0 unported,கட்டுரைகள்,ramakrishna_oru_theerkatharisi
